title,company,location,job_type,source,priority_score,url
Guidewire QA Analyst (Claims),Kiash Solutions LLP,"Chennai, Bangalore, Nanakramguda",Job,Internshala - Job,0.0,https://internshala.com/job/detail/guidewire-qa-analyst-claims-job-in-multiple-locations-at-kiash-solutions-llp1771461021
Hadoop Data Engineer,Trigyn Technologies,Work from home,Job,Internshala - Job,0.0,https://internshala.com/job/detail/remote-hadoop-data-engineer-job-at-trigyn-technologies1769819419
ITQA Associate,Hi-Tech Informatics Private Limited,Bangalore,Job,Internshala - Job,0.0,https://internshala.com/job/detail/itqa-associate-job-in-bangalore-at-hi-tech-informatics-private-limited1773315534
Internal Tools/QA Engineering,Namaah Pvt Ltd,Work from home,Internship,Internshala - Internship,0.0,https://internshala.com/internship/detail/work-from-home-internal-tools-qa-engineering-internship-at-namaah-pvt-ltd1772775151
Junior Software Engineer (QA),EzeiaTech Systems Private Limited,Gurgaon,Job,Internshala - Job,0.0,https://internshala.com/job/detail/junior-software-engineer-qa-job-in-gurgaon-at-aaryan-kumar1773901424
Katalon Test Engineer,ALIQAN Technologies,Thiruvananthapuram,Job,Internshala - Job,0.0,https://internshala.com/job/detail/katalon-test-engineer-job-in-thiruvananthapuram-at-aliqan-technologies1773966610
Machine Learning Data Annotation,Indiaum Solutions,Work from home,Internship,Internshala - Internship,0.0,https://internshala.com/internship/detail/work-from-home-machine-learning-data-annotation-internship-at-indiaum-solutions1773997511
Machine Learning Engineer,TSTEPS PRIVATE LIMITED,"Pondicherry, Andra (Hybrid)",Internship,Internshala - Internship,0.0,https://internshala.com/internship/detail/machine-learning-engineer-internship-in-multiple-locations-at-tsteps-private-limited1772714469
Machine Learning Intern (Paid),SportsBUZZ,India,Internship,LinkedIn,0.0,https://in.linkedin.com/jobs/view/machine-learning-intern-paid-at-sportsbuzz-4389221564?position=41&pageNum=0&refId=pvlg4hFhx1sLfO4xOC%2BLww%3D%3D&trackingId=PAzdM%2Fn11Cbh%2BwW%2FGQ9eVg%3D%3D
Manual Test Engineer,Veyor Digital,Work from home,Job,Internshala - Job,0.0,https://internshala.com/job/detail/remote-manual-test-engineer-job-at-veyor-digital1772152219
Marathi Language Transcription QA (Magic Data Tool),Solvitude,Work from home,Internship,Internshala - Internship,0.0,https://internshala.com/internship/detail/work-from-home-part-time-marathi-language-transcription-qa-magic-data-tool-internship-at-solvitude1771927986
Product & QA,EasyApply Today,Work from home,Internship,Internshala - Internship,0.0,https://internshala.com/internship/detail/work-from-home-part-time-product-qa-internship-at-easyapply-today1774270816
QA,Parkaire Engineering Company Private Limited,Delhi,Internship,Internshala - Internship,0.0,https://internshala.com/internship/detail/qa-internship-in-delhi-at-parkaire-engineering-company-pvt-ltd1771582280
QA & Production Representative (Vendor Operations),Oceanus The Label,Work from home,Job,Internshala - Job,0.0,https://internshala.com/job/detail/fresher-remote-qa-production-representative-vendor-operations-job-at-oceanus-the-label1774001647
QA Automation,PRIMEQA SOLUTIONS PRIVATE LIMITED,Ahmedabad,Internship,Internshala - Internship,0.0,https://internshala.com/internship/detail/qa-automation-internship-in-ahmedabad-at-primeqa-solutions1772689729
QA Engineer (Automation & Manual),AppQuarterz Technologies,"Faridabad, Delhi, Gurgaon, Noida (Hybrid)",Internship,Internshala - Internship,0.0,https://internshala.com/internship/detail/qa-engineer-automation-manual-internship-in-multiple-locations-at-appquarterz-technologies1770012511
QA Specialist (Design),ESGA,Noida,Job,Internshala - Job,0.0,https://internshala.com/job/detail/fresher-qa-specialist-design-job-in-noida-at-esga1773793813
QA Tester,Qrata,Mumbai,Internship,Internshala - Internship,0.0,https://internshala.com/internship/detail/qa-tester-internship-in-mumbai-at-qrata1774258048
QA Tester (Manual Testing),NextPage IT Solutions,Chandigarh,Job,Internshala - Job,0.0,https://internshala.com/job/detail/fresher-qa-tester-manual-testing-job-in-chandigarh-at-nextpage-it-solutions1772078663
QA Testing,KGR Software Technologies,Hyderabad,Internship,Internshala - Internship,0.0,https://internshala.com/internship/detail/qa-testing-internship-in-hyderabad-at-kgr-software-technologies1770885800
QA Testing,Meru Technosoft Private Limited,Ahmedabad,Internship,Internshala - Internship,0.0,https://internshala.com/internship/detail/qa-testing-internship-in-ahmedabad-at-meru-technosoft-private-limited1773137490
QA Testing,Muncho Technologies Private Limited,Bangalore (Hybrid),Internship,Internshala - Internship,0.0,https://internshala.com/internship/detail/qa-testing-internship-in-bangalore-at-muncho-technologies-private-limited1773563983
QA Testing,UD Studios,Work from home,Internship,Internshala - Internship,0.0,https://internshala.com/internship/detail/work-from-home-qa-testing-internship-at-ud-studios1773586301
QA Testing,ZuPay,Bangalore,Internship,Internshala - Internship,0.0,https://internshala.com/internship/detail/qa-testing-internship-in-bangalore-at-zupay1773122981
Quality Assurance Test Engineer,Colan Infotech Private Limited,Chennai,Job,Internshala - Job,0.0,https://internshala.com/job/detail/quality-assurance-test-engineer-job-in-chennai-at-colan-infotech-private-limited1772757010
SDET/QA Engineer Web & Mobile Services,Expertia AI,Pune,Job,Internshala - Job,0.0,https://internshala.com/job/detail/sdet-qa-engineer-web-mobile-services-job-in-pune-at-expertia-ai1772152209
Technical Delivery / Project Coordination Intern (Scrum & QA Focus),Thecodershub,Work from home,Job,Internshala - Job,0.0,https://internshala.com/job/detail/fresher-remote-technical-delivery-project-coordination-intern-scrum-qa-focus-job-at-thecodershub1768869017
Test Engineer,Tech Mahindra,Ahmedabad,Job,Internshala - Job,0.0,https://internshala.com/job/detail/test-engineer-job-in-ahmedabad-at-tech-mahindra1772325014
